device,metrics,top_tt_esd:nominal,top_tt_esd:asserts,toprf_tt:nominal,toprf_tt:asserts,mode,w,l,m,multi,wr,lr,br,gr,nr,s,stm,spm,dmflag,shield,nf,area,pj
rnodwo,resistance,99.7021,,99.7021,,normal,400n,400n,2.0,1.0,,,,,,,,,,,,,
rpodwo,resistance,246.671,,246.671,,normal,400n,400n,2.0,1.0,,,,,,,,,,,,,
rupolym,resistance,3186.07,,3186.07,,normal,60n,400n,2.0,1.0,,,,,,,,,,,,,
rnodl,resistance,0.965775,"{""Id""=>50, ""Checker Name""=>""x_3.clexcw_hbm_ie_rnodl"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_3"", ""Model""=>nil, ""StartValue""=>0.1035438, ""Margin""=>0.0235438, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.1035438, ""AvgValue""=>0.1035438, ""Message""=>""I(n1) = 1.0354379951e-01; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.1035438, ""Dissatisfied""=>""""}",0.965775,,normal,2u,140n,2.0,1.0,,,,,,,,,,,,,
rnods,resistance,12.9424,"{""Id""=>53, ""Checker Name""=>""x_4.clexcw_hbm_ie_rnods"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_4"", ""Model""=>nil, ""StartValue""=>0.007726569, ""Margin""=>0.002126569, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.007726569, ""AvgValue""=>0.007726569, ""Message""=>""I(n1) = 7.7265686114e-03; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.007726569, ""Dissatisfied""=>""""}",12.9424,,normal,140n,140n,2.0,1.0,,,,,,,,,,,,,
rpodl,resistance,2.2918,,2.2918,,normal,2u,360n,2.0,1.0,,,,,,,,,,,,,
rpods,resistance,11.1897,,11.1897,,normal,360n,360n,2.0,1.0,,,,,,,,,,,,,
rnmg,resistance,269.044,"{""Id""=>63, ""Checker Name""=>""n22ullrf_soac_rnmg_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_7"", ""Model""=>nil, ""StartValue""=>8.629412, ""Margin""=>3.629412, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>8.629412, ""AvgValue""=>8.629412, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; w = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>8.629412, ""Dissatisfied""=>""""};{""Id""=>64, ""Checker Name""=>""n22ullrf_soac_rnmg_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_7"", ""Model""=>nil, ""StartValue""=>1858.431, ""Margin""=>1641.261, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1858.431, ""AvgValue""=>1858.431, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; w = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1858.431, ""Dissatisfied""=>""""}",269.044,"{""Id""=>40, ""Checker Name""=>""n22ullrf_soac_rnmg_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_7"", ""Model""=>nil, ""StartValue""=>8.629412, ""Margin""=>3.629412, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>8.629412, ""AvgValue""=>8.629412, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; w = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>8.629412, ""Dissatisfied""=>""""};{""Id""=>41, ""Checker Name""=>""n22ullrf_soac_rnmg_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_7"", ""Model""=>nil, ""StartValue""=>1858.431, ""Margin""=>1641.261, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1858.431, ""AvgValue""=>1858.431, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; w = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1858.431, ""Dissatisfied""=>""""}",normal,100n,880n,2.0,1.0,,,,,,,,,,,,,
rpmg,resistance,339.042,"{""Id""=>61, ""Checker Name""=>""n22ullrf_soac_rpmg_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_8"", ""Model""=>nil, ""StartValue""=>5.434027, ""Margin""=>0.4340266, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>5.434027, ""AvgValue""=>5.434027, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; w = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>5.434027, ""Dissatisfied""=>""""};{""Id""=>62, ""Checker Name""=>""n22ullrf_soac_rpmg_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_8"", ""Model""=>nil, ""StartValue""=>1474.744, ""Margin""=>1257.574, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1474.744, ""AvgValue""=>1474.744, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; w = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1474.744, ""Dissatisfied""=>""""}",339.042,"{""Id""=>34, ""Checker Name""=>""n22ullrf_soac_rpmg_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_8"", ""Model""=>nil, ""StartValue""=>5.434027, ""Margin""=>0.4340266, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>5.434027, ""AvgValue""=>5.434027, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; w = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>5.434027, ""Dissatisfied""=>""""};{""Id""=>35, ""Checker Name""=>""n22ullrf_soac_rpmg_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_8"", ""Model""=>nil, ""StartValue""=>1474.744, ""Margin""=>1257.574, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1474.744, ""AvgValue""=>1474.744, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; w = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1474.744, ""Dissatisfied""=>""""}",normal,100n,880n,2.0,1.0,,,,,,,,,,,,,
rnwod,resistance,331.061,,331.061,,normal,1.8u,1.8u,,2.0,,,,,,,,,,,,,
rnwsti,resistance,1163.22,,1163.22,,normal,1.8u,1.8u,,2.0,,,,,,,,,,,,,
rnodwo_m,resistance,99.7021,,99.7021,,normal,400n,400n,2.0,1.0,,,,,,,,,,,,,
rpodwo_m,resistance,246.671,,246.671,,normal,400n,400n,2.0,1.0,,,,,,,,,,,,,
rupolym_m,resistance,3186.07,,3186.07,,normal,60n,400n,2.0,1.0,,,,,,,,,,,,,
rnodl_m,resistance,0.965775,"{""Id""=>56, ""Checker Name""=>""x_14.clexcw_hbm_ie_rnodl_m"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_14"", ""Model""=>nil, ""StartValue""=>0.1035438, ""Margin""=>0.0235438, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.1035438, ""AvgValue""=>0.1035438, ""Message""=>""I(n1) = 1.0354379951e-01; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.1035438, ""Dissatisfied""=>""""}",0.965775,,normal,2u,140n,2.0,1.0,,,,,,,,,,,,,
rnods_m,resistance,12.9424,"{""Id""=>81, ""Checker Name""=>""x_15.clexcw_hbm_ie_rnods_m"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_15"", ""Model""=>nil, ""StartValue""=>0.007726569, ""Margin""=>0.002126569, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.007726569, ""AvgValue""=>0.007726569, ""Message""=>""I(n1) = 7.7265686114e-03; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.007726569, ""Dissatisfied""=>""""}",12.9424,,normal,140n,140n,2.0,1.0,,,,,,,,,,,,,
rpodl_m,resistance,2.2918,,2.2918,,normal,2u,360n,2.0,1.0,,,,,,,,,,,,,
rpods_m,resistance,11.1897,,11.1897,,normal,360n,360n,2.0,1.0,,,,,,,,,,,,,
rnmg_m,resistance,269.044,"{""Id""=>65, ""Checker Name""=>""n22ullrf_soac_rnmg_m_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_18"", ""Model""=>nil, ""StartValue""=>8.629412, ""Margin""=>3.629412, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>8.629412, ""AvgValue""=>8.629412, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; wr = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>8.629412, ""Dissatisfied""=>""""};{""Id""=>66, ""Checker Name""=>""n22ullrf_soac_rnmg_m_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_18"", ""Model""=>nil, ""StartValue""=>1858.431, ""Margin""=>1641.261, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1858.431, ""AvgValue""=>1858.431, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; wr = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1858.431, ""Dissatisfied""=>""""}",269.044,"{""Id""=>38, ""Checker Name""=>""n22ullrf_soac_rnmg_m_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_18"", ""Model""=>nil, ""StartValue""=>8.629412, ""Margin""=>3.629412, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>8.629412, ""AvgValue""=>8.629412, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; wr = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>8.629412, ""Dissatisfied""=>""""};{""Id""=>39, ""Checker Name""=>""n22ullrf_soac_rnmg_m_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_18"", ""Model""=>nil, ""StartValue""=>1858.431, ""Margin""=>1641.261, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1858.431, ""AvgValue""=>1858.431, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 3.7168623982e-04; wr = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1858.431, ""Dissatisfied""=>""""}",normal,100n,880n,2.0,1.0,,,,,,,,,,,,,
rpmg_m,resistance,339.042,"{""Id""=>40, ""Checker Name""=>""n22ullrf_soac_rpmg_m_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_19"", ""Model""=>nil, ""StartValue""=>5.434027, ""Margin""=>0.4340266, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>5.434027, ""AvgValue""=>5.434027, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; wr = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>5.434027, ""Dissatisfied""=>""""};{""Id""=>41, ""Checker Name""=>""n22ullrf_soac_rpmg_m_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_19"", ""Model""=>nil, ""StartValue""=>1474.744, ""Margin""=>1257.574, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1474.744, ""AvgValue""=>1474.744, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; wr = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1474.744, ""Dissatisfied""=>""""}",339.042,"{""Id""=>36, ""Checker Name""=>""n22ullrf_soac_rpmg_m_irms_trise"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_19"", ""Model""=>nil, ""StartValue""=>5.434027, ""Margin""=>0.4340266, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>5.434027, ""AvgValue""=>5.434027, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; m = 2.0000000000e+00; multi = 1.0000000000e+00; wr = 1.0000000000e-07; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>5.434027, ""Dissatisfied""=>""""};{""Id""=>37, ""Checker Name""=>""n22ullrf_soac_rpmg_m_iavg"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_19"", ""Model""=>nil, ""StartValue""=>1474.744, ""Margin""=>1257.574, ""StartTime (s)""=>1.8, ""Duration (s)""=>0.0, ""EndTime (s)""=>1.8, ""EndValue""=>1474.744, ""AvgValue""=>1474.744, ""Message""=>""v(real_life_time_factor) = 1.0000000000e+00; I(n1) = 2.9494888413e-04; wr = 1.0000000000e-07; m = 2.0000000000e+00; multi = 1.0000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>1.8, ""PeakValue""=>1474.744, ""Dissatisfied""=>""""}",normal,100n,880n,2.0,1.0,,,,,,,,,,,,,
rnwod_m,resistance,331.061,,331.061,,normal,1.8u,1.8u,,2.0,,,,,,,,,,,,,
rnwsti_m,resistance,1163.22,,1163.22,,normal,1.8u,1.8u,,2.0,,,,,,,,,,,,,
rupolym_rf,resistance,3309.17,,3309.17,,normal,60n,400n,,2.0,,,,,,,,,,,,,
rupolym_rf_110g,resistance,3309.17,,3309.17,,normal,60n,400n,,2.0,,,,,,,,,,,,,
nmoscap,cggi,26.815943367189906,,26.815943367189906,,normal,,,,2.0,400n,200n,,,,,,,,,,,
nmoscap_18,cggi,12.601655210150133,,12.601655210150133,,normal,,,,2.0,400n,200n,,,,,,,,,,,
pmoscap,cggi,26.101022536848948,,26.101022536848948,,normal,,,,2.0,400n,200n,,,,,,,,,,,
pmoscap_18,cggi,11.980523921890496,,11.980523921890496,,normal,,,,2.0,400n,200n,,,,,,,,,,,
cmoscap_rf_nw,cggi,339.32663041619645,,339.32663041619645,,normal,,,,2.0,400n,60n,4.0,2.0,,,,,,,,,
cmoscap_rf,cggi,339.32378053646136,,339.32378053646136,,normal,,,,2.0,400n,60n,4.0,2.0,,,,,,,,,
cmoscap_rf_nw_110g,cggi,339.32663041619645,,339.32663041619645,,normal,,,,2.0,400n,60n,4.0,2.0,,,,,,,,,
cmoscap_rf_110g,cggi,339.32378053646136,,339.32378053646136,,normal,,,,2.0,400n,60n,4.0,2.0,,,,,,,,,
cmoscap_rf18_nw,cggi,133.45473821004754,,133.45473821004754,,normal,,,,2.0,400n,200n,4.0,2.0,,,,,,,,,
cmoscap_rf18,cggi,133.45473821004754,,133.45473821004754,,normal,,,,2.0,400n,200n,4.0,2.0,,,,,,,,,
cmoscap_rf18_nw_110g,cggi,133.45473821004754,,133.45473821004754,,normal,,,,2.0,400n,200n,4.0,2.0,,,,,,,,,
cmoscap_rf18_110g,cggi,133.45473821004754,,133.45473821004754,,normal,,,,2.0,400n,200n,4.0,2.0,,,,,,,,,
cfmom_2t,cmain,12.5794,,12.5794,,normal,50n,,,2.0,,1u,,,24.0,50n,1.0,3.0,,,,,
cfmom_wo,cmain,16.9704,,16.9704,,normal,50n,,,2.0,,1u,,,32.0,50n,1.0,3.0,0.0,1.0,,,
cfmom_wo_rf,cmain,12.5792,,12.5792,,normal,50n,,,2.0,,1u,,,24.0,50n,1.0,3.0,0.0,1.0,,,
cfmom_wo_rf_110g,cmain,12.5792,,12.5792,,normal,50n,,,2.0,,1u,,,24.0,50n,1.0,3.0,0.0,1.0,,,
cfmom_mx_4t,cmesh,33.9408,,33.9408,,normal,50n,,,2.0,,1u,,,32.0,50n,1.0,3.0,,,,,
cfmom_wo_mx,cmesh,33.9408,,33.9408,,normal,50n,,,2.0,,1u,,,32.0,50n,1.0,3.0,0.0,1.0,,,
nch_mac,idlin,202.7456140350877,,195.6769005847953,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,idsat,1190.7134502923975,"{""Id""=>51, ""Checker Name""=>""x_43.clexcw_isd_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_43.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0008144478, ""Margin""=>0.0004144478, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.0008144478, ""AvgValue""=>0.0008144478, ""Message""=>""I(n1) = 8.1444780292e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.0008144478, ""Dissatisfied""=>""""};{""Id""=>52, ""Checker Name""=>""x_43.clexcw_ids_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_43.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0008144478, ""Margin""=>0.0004144478, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.0008144478, ""AvgValue""=>0.0008144478, ""Message""=>""I(n1) = 8.1444780292e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.0008144478, ""Dissatisfied""=>""""}",1029.6052631578948,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,ileak,2.3019e-08,,2.13096e-08,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,ibleak,9.85838e-09,,9.12665e-09,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,vtcch,0.0923662,"{""Id""=>77, ""Checker Name""=>""x_46.clexcw_isd_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_46.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004102755, ""Margin""=>1.027553e-05, ""StartTime (s)""=>0.61, ""Duration (s)""=>1.19, ""EndTime (s)""=>1.8, ""EndValue""=>0.0008144478, ""AvgValue""=>0.0007815195, ""Message""=>""I(n1) = 4.1027553104e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0008144478, ""Dissatisfied""=>""""};{""Id""=>78, ""Checker Name""=>""x_46.clexcw_ids_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_46.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004102755, ""Margin""=>1.027553e-05, ""StartTime (s)""=>0.61, ""Duration (s)""=>1.19, ""EndTime (s)""=>1.8, ""EndValue""=>0.0008144478, ""AvgValue""=>0.0007815195, ""Message""=>""I(n1) = 4.1027553104e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0008144478, ""Dissatisfied""=>""""}",0.0952216,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,cggi,43.176475952714796,,43.176475952714796,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,igate,1.6055e-11,,1.6055e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,vtbcch,0.124599,"{""Id""=>48, ""Checker Name""=>""x_49.clexcw_isd_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_49.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004148889, ""Margin""=>1.488895e-05, ""StartTime (s)""=>0.64, ""Duration (s)""=>1.16, ""EndTime (s)""=>1.8, ""EndValue""=>0.0007548505, ""AvgValue""=>0.0007309463, ""Message""=>""I(n1) = 4.1488894574e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0007548505, ""Dissatisfied""=>""""};{""Id""=>49, ""Checker Name""=>""x_49.clexcw_ids_nch_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_49.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004148889, ""Margin""=>1.488895e-05, ""StartTime (s)""=>0.64, ""Duration (s)""=>1.16, ""EndTime (s)""=>1.8, ""EndValue""=>0.0007548505, ""AvgValue""=>0.0007309463, ""Message""=>""I(n1) = 4.1488894574e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0007548505, ""Dissatisfied""=>""""}",0.127579,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,vtccl,0.165111,,0.16722,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_mac,vtbccl,0.199041,,0.20102,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,idlin,102.86637426900585,,102.86637426900585,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,idsat,508.2105263157894,,508.2105263157894,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,ileak,2.40561e-10,,2.40561e-10,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,ibleak,1.40919e-10,,1.40919e-10,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,vtcch,0.262444,,0.262444,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,cggi,47.04148284942375,,47.04148284942375,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,igate,1.70382e-11,,1.70382e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,vtbcch,0.274908,,0.274908,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,vtccl,0.337513,,0.337513,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_uhvt_mac,vtbccl,0.351571,,0.351571,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,idlin,213.33771929824562,,213.33771929824562,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,idsat,1269.4488304093566,,1269.4488304093566,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,ileak,2.07605e-07,,2.07605e-07,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,ibleak,1.03367e-07,,1.03367e-07,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,vtcch,0.0103349,,0.0103349,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,cggi,43.13446872541979,,43.13446872541979,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,igate,1.62213e-11,,1.62213e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,vtbcch,0.0388039,,0.0388039,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,vtccl,0.102072,,0.102072,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_lvt_mac,vtbccl,0.130726,,0.130726,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,idlin,233.95760233918128,,226.00146198830407,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,idsat,1593.9766081871344,"{""Id""=>67, ""Checker Name""=>""x_73.clexcw_isd_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_73.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.00109028, ""Margin""=>0.0006902798, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.00109028, ""AvgValue""=>0.00109028, ""Message""=>""I(n1) = 1.0902798242e-03; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.00109028, ""Dissatisfied""=>""""};{""Id""=>68, ""Checker Name""=>""x_73.clexcw_ids_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_73.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.00109028, ""Margin""=>0.0006902798, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.00109028, ""AvgValue""=>0.00109028, ""Message""=>""I(n1) = 1.0902798242e-03; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.00109028, ""Dissatisfied""=>""""}",1361.3362573099414,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,ileak,6.27481e-07,,5.80762e-07,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,ibleak,3.40678e-07,,3.15329e-07,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
